loc_name,status,score,x,y,l_adr,n_sq_rplsa,adresse,c_postal,l_com,n_voie,c_suf1,c_desi,l_voie,pays
,,,,,,"920029738",13 RUE DU DOCTEUR FLEMING,"92600",AsniÃ¨res-sur-Seine,"13",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"920029739",13 RUE FRANCIS DE PRESSENSE,"92290",ChÃ¢tenay-Malabry,"13",,RUE,FRANCIS DE PRESSENSE,FRANCE
,,,,,,"920029740",13 RUE J. HARDOUIN MANSART,"92600",AsniÃ¨res-sur-Seine,"13",,RUE,J. HARDOUIN MANSART,FRANCE
,,,,,,"920029741",138 RUE J.P TIMBAUD,"92400",Courbevoie,"138",,RUE,J.P TIMBAUD,FRANCE
,,,,,,"920029742",14 ALLEE DE L EUROPE,"92110",Clichy,"14",,ALLEE,DE L EUROPE,FRANCE
,,,,,,"920029743",14 D ESCALIER CROIX BOSSET,"92310",SÃ¨vres,"14",D,ESCALIER,CROIX BOSSET,FRANCE
,,,,,,"920029744",14 ESCALIER CROIX BOSSET,"92310",SÃ¨vres,"14",,ESCALIER,CROIX BOSSET,FRANCE
,,,,,,"920029745",14 RUE CARL HEBERT,"92400",Courbevoie,"14",,RUE,CARL HEBERT,FRANCE
,,,,,,"920029746",14 RUE DEROULEDE,"92600",AsniÃ¨res-sur-Seine,"14",,RUE,DEROULEDE,FRANCE
,,,,,,"920029747",14 RUE DU CAPITAINE G. FACQ,"92350",Le Plessis-Robinson,"14",,RUE,DU CAPITAINE G. FACQ,FRANCE
,,,,,,"920029748",14 RUE DU DOCTEUR FLEMING,"92600",AsniÃ¨res-sur-Seine,"14",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"920029749",14 SQUARE F. JOLIOT CURIE,"92350",Le Plessis-Robinson,"14",,SQUARE,F. JOLIOT CURIE,FRANCE
,,,,,,"920029750",140 RUE J.P TIMBAUD,"92400",Courbevoie,"140",,RUE,J.P TIMBAUD,FRANCE
,,,,,,"920029751",142 RUE DES ROYSSIS,"92320",ChÃ¢tillon,"142",,RUE,DES ROYSSIS,FRANCE
,,,,,,"920029752",142 RUE J.P TIMBAUD,"92400",Courbevoie,"142",,RUE,J.P TIMBAUD,FRANCE
,,,,,,"920029753",143 AVENUE J.JAURES,"92120",Montrouge,"143",,AVENUE,J.JAURES,FRANCE
,,,,,,"920029754",144 RUE J.P TIMBAUD,"92400",Courbevoie,"144",,RUE,J.P TIMBAUD,FRANCE
,,,,,,"920029755",15 AVENUE DE TASSIGNY,"92500",Rueil-Malmaison,"15",,AVENUE,DE TASSIGNY,FRANCE
,,,,,,"920029756",15 RUE DU DOCTEUR FLEMING,"92600",AsniÃ¨res-sur-Seine,"15",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"920029757",15 RUE FRANCIS DE PRESSENSE,"92290",ChÃ¢tenay-Malabry,"15",,RUE,FRANCIS DE PRESSENSE,FRANCE
,,,,,,"920029758",15 RUE GUILLEMIN,"92600",AsniÃ¨res-sur-Seine,"15",,RUE,GUILLEMIN,FRANCE
,,,,,,"920029759",155 RUE J. GUESDE BÂT B,"92300",Levallois-Perret,"155",,RUE,J. GUESDE BÂT B,FRANCE
,,,,,,"920029760",16 ALLEE DE L EUROPE,"92110",Clichy,"16",,ALLEE,DE L EUROPE,FRANCE
,,,,,,"920029761",16 AVENUE A. MAISTRASSE,"92150",Suresnes,"16",,AVENUE,A. MAISTRASSE,FRANCE
,,,,,,"920029762",16 RUE DU DOCTEUR FLEMING,"92600",AsniÃ¨res-sur-Seine,"16",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"920029763",16 RUE DU DOCTEUR ROUX,"92110",Clichy,"16",,RUE,DU DOCTEUR ROUX,FRANCE
,,,,,,"920029764",161 RUE J. GUESDE,"92300",Levallois-Perret,"161",,RUE,J. GUESDE,FRANCE
,,,,,,"920029765",17 AVENUE DE TASSIGNY,"92500",Rueil-Malmaison,"17",,AVENUE,DE TASSIGNY,FRANCE
,,,,,,"920029766",17 RUE DU DOCTEUR FLEMING,"92600",AsniÃ¨res-sur-Seine,"17",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"920029767",17 RUE FRANCIS DE PRESSENSE,"92290",ChÃ¢tenay-Malabry,"17",,RUE,FRANCIS DE PRESSENSE,FRANCE
,,,,,,"920029768",18 ALLEE DE L EUROPE,"92110",Clichy,"18",,ALLEE,DE L EUROPE,FRANCE
,,,,,,"920029769",18 AVENUE A. MAISTRASSE,"92150",Suresnes,"18",,AVENUE,A. MAISTRASSE,FRANCE
,,,,,,"920029770",18 RUE DU DOCTEUR FLEMING,"92600",AsniÃ¨res-sur-Seine,"18",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"920029771",18 RUE MERLIN DE THIONVILLE,"92150",Suresnes,"18",,RUE,MERLIN DE THIONVILLE,FRANCE
,,,,,,"920029772",185 RUE ARMAND SYLVESTRE,"92400",Courbevoie,"185",,RUE,ARMAND SYLVESTRE,FRANCE
,,,,,,"920029773",19 AVENUE DE TASSIGNY,"92500",Rueil-Malmaison,"19",,AVENUE,DE TASSIGNY,FRANCE
,,,,,,"920029774",19 AVENUE PAUL VAILLANT COUTURI,"92220",Bagneux,"19",,AVENUE,PAUL VAILLANT COUTURI,FRANCE
,,,,,,"920029775",19 RUE DU DOCTEUR FLEMING,"92600",AsniÃ¨res-sur-Seine,"19",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"920029776",19 RUE FRANCIS DE PRESSENSE,"92290",ChÃ¢tenay-Malabry,"19",,RUE,FRANCIS DE PRESSENSE,FRANCE
,,,,,,"920029777",191 RUE GRANDE RUE,"92380",Garches,"191",,RUE,GRANDE RUE,FRANCE
,,,,,,"920029778",2 AVENUE A. BRIAND ,"92350",Le Plessis-Robinson,"2",,AVENUE,A. BRIAND ,FRANCE
,,,,,,"920029779",2 AVENUE DES NATIONS UNIES,"92160",Antony,"2",,AVENUE,DES NATIONS UNIES,FRANCE
,,,,,,"920029780",2 AVENUE ROBERT SCHUMAN,"92360",Meudon,"2",,AVENUE,ROBERT SCHUMAN,FRANCE
,,,,,,"920029781",2 D ALEMBERT,"92000",Nanterre,"2",,,D ALEMBERT,FRANCE
,,,,,,"920029782",2 PLACE DU 11 NOVEMBRE,"92250",La Garenne-Colombes,"2",,PLACE,DU 11 NOVEMBRE,FRANCE
,,,,,,"920029783",2 ROND-POINT DES MARTYRS,"92220",Bagneux,"2",,ROND-POINT,DES MARTYRS,FRANCE
,,,,,,"920029784",2 RUE CLAUDE N. LEDOUX,"92350",Le Plessis-Robinson,"2",,RUE,CLAUDE N. LEDOUX,FRANCE
,,,,,,"920029785",2 RUE EUGENE CLOTRIER,"92290",ChÃ¢tenay-Malabry,"2",,RUE,EUGENE CLOTRIER,FRANCE
,,,,,,"920029786",2 RUE FRANCIS DE PRESSENSE,"92290",ChÃ¢tenay-Malabry,"2",,RUE,FRANCIS DE PRESSENSE,FRANCE
,,,,,,"920029787",2 RUE HUNTZINGER,"92110",Clichy,"2",,RUE,HUNTZINGER,FRANCE
,,,,,,"920029788",2 RUE LABRUYERE,"92120",Montrouge,"2",,RUE,LABRUYERE,FRANCE
,,,,,,"920029789",2 RUE MARIE NODIER,"92260",Fontenay-aux-Roses,"2",,RUE,MARIE NODIER,FRANCE
,,,,,,"920029790",2 RUE MERLIN DE THIONVILLE,"92150",Suresnes,"2",,RUE,MERLIN DE THIONVILLE,FRANCE
,,,,,,"920029791",2 SQUARE DOUDARD LAGREE,"92600",AsniÃ¨res-sur-Seine,"2",,SQUARE,DOUDARD LAGREE,FRANCE
,,,,,,"920029792",2 SQUARE F. JOLIOT CURIE,"92350",Le Plessis-Robinson,"2",,SQUARE,F. JOLIOT CURIE,FRANCE
,,,,,,"920029793",2 SQUARE J.A. GABRIEL,"92350",Le Plessis-Robinson,"2",,SQUARE,J.A. GABRIEL,FRANCE
,,,,,,"920029794",2 SQUARE J.GIRAUDOUX,"92390",Villeneuve-la-Garenne,"2",,SQUARE,J.GIRAUDOUX,FRANCE
,,,,,,"920029795",2 TOLSTOI,"92000",Nanterre,"2",,,TOLSTOI,FRANCE
,,,,,,"920029796",20 AVENUE A. MAISTRASSE,"92150",Suresnes,"20",,AVENUE,A. MAISTRASSE,FRANCE
,,,,,,"920029797",20 AVENUE DE L INDEPENDANCE,"92700",Colombes,"20",,AVENUE,DE L INDEPENDANCE,FRANCE
,,,,,,"920029798",20 JARDINS JARDINS BOIELDIEU,"92800",Puteaux,"20",,JARDINS,JARDINS BOIELDIEU,FRANCE
,,,,,,"920029799",20 RUE DU DOCTEUR FLEMING,"92600",AsniÃ¨res-sur-Seine,"20",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"920029800",21 AVENUE DE TASSIGNY,"92500",Rueil-Malmaison,"21",,AVENUE,DE TASSIGNY,FRANCE
,,,,,,"920029801",21 RUE DU DOCTEUR FLEMING,"92600",AsniÃ¨res-sur-Seine,"21",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"920029802",21 RUE FRANCIS DE PRESSENSE,"92290",ChÃ¢tenay-Malabry,"21",,RUE,FRANCIS DE PRESSENSE,FRANCE
,,,,,,"920029803",22 RUE DU DOCTEUR FLEMING,"92600",AsniÃ¨res-sur-Seine,"22",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"920029804",23 AVENUE DE TASSIGNY,"92500",Rueil-Malmaison,"23",,AVENUE,DE TASSIGNY,FRANCE
,,,,,,"920029805",23 RUE DU DOCTEUR FLEMING,"92600",AsniÃ¨res-sur-Seine,"23",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"920029806",23 RUE FRANCIS DE PRESSENSE,"92290",ChÃ¢tenay-Malabry,"23",,RUE,FRANCIS DE PRESSENSE,FRANCE
,,,,,,"920029807",24 RUE CAPITAINE GUYNEMER ,"92270",Bois-Colombes,"24",,RUE,CAPITAINE GUYNEMER ,FRANCE
,,,,,,"920029808",24 RUE H. POINCARE,"92110",Clichy,"24",,RUE,H. POINCARE,FRANCE
,,,,,,"920029809",25 AVENUE DE TASSIGNY,"92500",Rueil-Malmaison,"25",,AVENUE,DE TASSIGNY,FRANCE
,,,,,,"920029810",25 RUE DU DOCTEUR FLEMING,"92600",AsniÃ¨res-sur-Seine,"25",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"920029811",25 RUE FRANCIS DE PRESSENSE,"92290",ChÃ¢tenay-Malabry,"25",,RUE,FRANCIS DE PRESSENSE,FRANCE
,,,,,,"920029812",26 RUE GRANDE RUE,"92380",Garches,"26",,RUE,GRANDE RUE,FRANCE
,,,,,,"920029813",26 RUE HYPPOLYTE MULIN,"92120",Montrouge,"26",,RUE,HYPPOLYTE MULIN,FRANCE
,,,,,,"920029814",27 AVENUE DE TASSIGNY,"92500",Rueil-Malmaison,"27",,AVENUE,DE TASSIGNY,FRANCE
,,,,,,"920029815",27 RUE DU DOCTEUR FLEMING,"92600",AsniÃ¨res-sur-Seine,"27",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"920029816",27 RUE FRANCIS DE PRESSENSE,"92290",ChÃ¢tenay-Malabry,"27",,RUE,FRANCIS DE PRESSENSE,FRANCE
,,,,,,"920029817",27 RUE J. BOURGUIGNON,"92500",Rueil-Malmaison,"27",,RUE,J. BOURGUIGNON,FRANCE
,,,,,,"920029818",28 RUE E. BLANC ,"92500",Rueil-Malmaison,"28",,RUE,E. BLANC ,FRANCE
,,,,,,"920029819",28 RUE GRANDE RUE,"92380",Garches,"28",,RUE,GRANDE RUE,FRANCE
,,,,,,"920029820",29 AVENUE DE TASSIGNY,"92500",Rueil-Malmaison,"29",,AVENUE,DE TASSIGNY,FRANCE
,,,,,,"920029821",29 AVENUE PIERRE DE COUBERTIN,"92600",AsniÃ¨res-sur-Seine,"29",,AVENUE,PIERRE DE COUBERTIN,FRANCE
,,,,,,"920029822",29 RUE JEAN BONNAL,"92250",La Garenne-Colombes,"29",,RUE,JEAN BONNAL,FRANCE
,,,,,,"920029823",3 ALLÉE G VALLEREY,"92290",ChÃ¢tenay-Malabry,"3",,,ALLÉE G VALLEREY,FRANCE
,,,,,,"920029824",3 AVENUE ROBERT SCHUMAN,"92360",Meudon,"3",,AVENUE,ROBERT SCHUMAN,FRANCE
,,,,,,"920029825",3 D ALEMBERT,"92000",Nanterre,"3",,,D ALEMBERT,FRANCE
,,,,,,"920029826",3 PLACE DES DRS BONAMY,"92110",Clichy,"3",,PLACE,DES DRS BONAMY,FRANCE
,,,,,,"920029827",3 PLACE DU PT DE BILLANCOURT,"92100",Boulogne-Billancourt,"3",,PLACE,DU PT DE BILLANCOURT,FRANCE
,,,,,,"920029828",3 PLACE MARGUERITE NAZEAU,"92150",Suresnes,"3",,PLACE,MARGUERITE NAZEAU,FRANCE
,,,,,,"920029829",3 RESIDENCE LES CHATAIGNIERS,"92380",Garches,"3",,RESIDENCE,LES CHATAIGNIERS,FRANCE
,,,,,,"920029830",3 ROND-POINT DES MARTYRS,"92220",Bagneux,"3",,ROND-POINT,DES MARTYRS,FRANCE
,,,,,,"920029831",3 RUE A LEMAIRE,"92260",Fontenay-aux-Roses,"3",,RUE,A LEMAIRE,FRANCE
,,,,,,"920029832",3 RUE EDUARD BRANLY,"92600",AsniÃ¨res-sur-Seine,"3",,RUE,EDUARD BRANLY,FRANCE
,,,,,,"920029833",3 RUE EUGENE CLOTRIER,"92290",ChÃ¢tenay-Malabry,"3",,RUE,EUGENE CLOTRIER,FRANCE
,,,,,,"920029834",3 RUE FRANCIS DE PRESSENSE,"92290",ChÃ¢tenay-Malabry,"3",,RUE,FRANCIS DE PRESSENSE,FRANCE
,,,,,,"920029835",3 RUE GABRIEL PERI,"92350",Le Plessis-Robinson,"3",,RUE,GABRIEL PERI,FRANCE
,,,,,,"920029836",3 RUE MARIE NODIER,"92260",Fontenay-aux-Roses,"3",,RUE,MARIE NODIER,FRANCE
,,,,,,"920029837",3 RUE MAURICE UTRILLO,"92290",ChÃ¢tenay-Malabry,"3",,RUE,MAURICE UTRILLO,FRANCE
,,,,,,"920029838",3 SQUARE F. JOLIOT CURIE,"92350",Le Plessis-Robinson,"3",,SQUARE,F. JOLIOT CURIE,FRANCE
,,,,,,"920029839",3 SQUARE G.PHILIPPE,"92390",Villeneuve-la-Garenne,"3",,SQUARE,G.PHILIPPE,FRANCE
,,,,,,"920029840",3 SQUARE JEAN VIOLLET,"92260",Fontenay-aux-Roses,"3",,SQUARE,JEAN VIOLLET,FRANCE
,,,,,,"920029841",3 SQUARE L ABBE MAILLET,"92360",Meudon,"3",,SQUARE,L ABBE MAILLET,FRANCE
,,,,,,"920029842",3 TOLSTOI,"92000",Nanterre,"3",,,TOLSTOI,FRANCE
,,,,,,"920029843",30 BIS RUE MME DE SANZILLON,"92110",Clichy,"30",BIS,RUE,MME DE SANZILLON,FRANCE
,,,,,,"920029844",3 TOLSTOI,"92000",Nanterre,"3",,,TOLSTOI,FRANCE
,,,,,,"920029845",30 ROUTE DU PAVE DES GARDES,"92370",Chaville,"30",,ROUTE,DU PAVE DES GARDES,FRANCE
,,,,,,"920029846",30 RUE E. BLANC ,"92500",Rueil-Malmaison,"30",,RUE,E. BLANC ,FRANCE
,,,,,,"920029847",30 RUE GRANDE RUE,"92380",Garches,"30",,RUE,GRANDE RUE,FRANCE
,,,,,,"920029848",32 RUE GRANDE RUE,"92380",Garches,"32",,RUE,GRANDE RUE,FRANCE
,,,,,,"920029849",34 RUE DU CAP GUYNEMER,"92400",Courbevoie,"34",,RUE,DU CAP GUYNEMER,FRANCE
,,,,,,"920029850",34 RUE GRANDE RUE,"92380",Garches,"34",,RUE,GRANDE RUE,FRANCE
,,,,,,"920029851",36 RUE GRANDE RUE,"92380",Garches,"36",,RUE,GRANDE RUE,FRANCE
,,,,,,"920029852",37 RUE J.LEFEVRE PROLONGEE,"92400",Courbevoie,"37",,RUE,J.LEFEVRE PROLONGEE,FRANCE
,,,,,,"920029853",39 RUE J.LEFEVRE PROLONGEE,"92400",Courbevoie,"39",,RUE,J.LEFEVRE PROLONGEE,FRANCE
,,,,,,"920029854",4 AVENUE A. MAISTRASSE,"92150",Suresnes,"4",,AVENUE,A. MAISTRASSE,FRANCE
,,,,,,"920029855",4 AVENUE DES NATIONS UNIES,"92160",Antony,"4",,AVENUE,DES NATIONS UNIES,FRANCE
,,,,,,"920029856",4 AVENUE ROBERT SCHUMAN,"92360",Meudon,"4",,AVENUE,ROBERT SCHUMAN,FRANCE
,,,,,,"920029857",4 D ALEMBERT,"92000",Nanterre,"4",,,D ALEMBERT,FRANCE
,,,,,,"920029858",4 PLACE DU 11 NOVEMBRE,"92250",La Garenne-Colombes,"4",,PLACE,DU 11 NOVEMBRE,FRANCE
,,,,,,"920029859",4 ROND-POINT DES MARTYRS,"92220",Bagneux,"4",,ROND-POINT,DES MARTYRS,FRANCE
,,,,,,"920029860",4 RUE CLAUDE N. LEDOUX,"92350",Le Plessis-Robinson,"4",,RUE,CLAUDE N. LEDOUX,FRANCE
,,,,,,"920029861",4 RUE DU DOCTEUR FLEMING,"92600",AsniÃ¨res-sur-Seine,"4",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"920029862",4 RUE EDGAR QUINET,"92800",Puteaux,"4",,RUE,EDGAR QUINET,FRANCE
,,,,,,"920029863",4 RUE EUGENE CLOTRIER,"92290",ChÃ¢tenay-Malabry,"4",,RUE,EUGENE CLOTRIER,FRANCE
,,,,,,"920029864",4 RUE FRANCIS DE PRESSENSE,"92290",ChÃ¢tenay-Malabry,"4",,RUE,FRANCIS DE PRESSENSE,FRANCE
,,,,,,"920029865",4 RUE MARIE NODIER,"92260",Fontenay-aux-Roses,"4",,RUE,MARIE NODIER,FRANCE
,,,,,,"920029866",4 SQUARE F. JOLIOT CURIE,"92350",Le Plessis-Robinson,"4",,SQUARE,F. JOLIOT CURIE,FRANCE
,,,,,,"920029867",4 SQUARE J.A. GABRIEL,"92350",Le Plessis-Robinson,"4",,SQUARE,J.A. GABRIEL,FRANCE
,,,,,,"920029868",4 SQUARE L ABBE MAILLET,"92360",Meudon,"4",,SQUARE,L ABBE MAILLET,FRANCE
,,,,,,"920029869",4 TOLSTOI,"92000",Nanterre,"4",,,TOLSTOI,FRANCE
,,,,,,"920029870",42 AVENUE LENINE,"92000",Nanterre,"42",,AVENUE,LENINE,FRANCE
,,,,,,"920029871",42 B RUE HENRI GINOUX,"92120",Montrouge,"42",B,RUE,HENRI GINOUX,FRANCE
,,,,,,"920029872",43 RUE D ALSACE,"92300",Levallois-Perret,"43",,RUE,D ALSACE,FRANCE
,,,,,,"920029873",43 RUE DE TROSY,"92140",Clamart,"43",,RUE,DE TROSY,FRANCE
,,,,,,"920029874",44 RUE P. BROSSOLETTE,"92300",Levallois-Perret,"44",,RUE,P. BROSSOLETTE,FRANCE
,,,,,,"920029875",45 AVENUE F ET IRENE JOLIOT CURIE,"92000",Nanterre,"45",,AVENUE,F ET IRENE JOLIOT CURIE,FRANCE
,,,,,,"920029876",45 RUE D ALSACE,"92300",Levallois-Perret,"45",,RUE,D ALSACE,FRANCE
,,,,,,"920029877",47 AVENUE F ET IRENE JOLIOT CURIE,"92000",Nanterre,"47",,AVENUE,F ET IRENE JOLIOT CURIE,FRANCE
,,,,,,"920029878",47 RUE D ALSACE,"92300",Levallois-Perret,"47",,RUE,D ALSACE,FRANCE
,,,,,,"920029879",48 CHEMIN DE LA FOUILLEUSE,"92150",Suresnes,"48",,CHEMIN,DE LA FOUILLEUSE,FRANCE
,,,,,,"920029880",49 AVENUE F ET IRENE JOLIOT CURIE,"92000",Nanterre,"49",,AVENUE,F ET IRENE JOLIOT CURIE,FRANCE
,,,,,,"920029881",49 RUE D ALSACE,"92300",Levallois-Perret,"49",,RUE,D ALSACE,FRANCE
,,,,,,"920029882",5 ALLÉE G VALLEREY,"92290",ChÃ¢tenay-Malabry,"5",,,ALLÉE G VALLEREY,FRANCE
,,,,,,"920029883",5 D ALEMBERT,"92000",Nanterre,"5",,,D ALEMBERT,FRANCE
,,,,,,"920029884",5 ESTOURNELLE DE CONSTANT,"92150",Suresnes,"5",,,ESTOURNELLE DE CONSTANT,FRANCE
,,,,,,"920029885",5 PLACE DES DRS BONAMY,"92110",Clichy,"5",,PLACE,DES DRS BONAMY,FRANCE
,,,,,,"920029886",5 ROND-POINT DES MARTYRS,"92220",Bagneux,"5",,ROND-POINT,DES MARTYRS,FRANCE
,,,,,,"920029887",5 RUE A LEMAIRE,"92260",Fontenay-aux-Roses,"5",,RUE,A LEMAIRE,FRANCE
,,,,,,"920029888",5 RUE DU DOCTEUR FLEMING,"92600",AsniÃ¨res-sur-Seine,"5",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"920029889",5 RUE FRANCIS DE PRESSENSE,"92290",ChÃ¢tenay-Malabry,"5",,RUE,FRANCIS DE PRESSENSE,FRANCE
,,,,,,"920029890",5 RUE GABRIEL PERI,"92350",Le Plessis-Robinson,"5",,RUE,GABRIEL PERI,FRANCE
,,,,,,"920029891",5 RUE J. HARDOUIN MANSART,"92600",AsniÃ¨res-sur-Seine,"5",,RUE,J. HARDOUIN MANSART,FRANCE
,,,,,,"920029892",5 RUE MARIE NODIER,"92260",Fontenay-aux-Roses,"5",,RUE,MARIE NODIER,FRANCE
,,,,,,"920029893",5 RUE MAURICE UTRILLO,"92290",ChÃ¢tenay-Malabry,"5",,RUE,MAURICE UTRILLO,FRANCE
,,,,,,"920029894",5 SENTE DES CHAMPS DIEUX,"92410",Ville-d'Avray,"5",,SENTE,DES CHAMPS DIEUX,FRANCE
,,,,,,"920029895",5 SQUARE DOUDARD LAGREE,"92600",AsniÃ¨res-sur-Seine,"5",,SQUARE,DOUDARD LAGREE,FRANCE
,,,,,,"920029896",5 SQUARE F. JOLIOT CURIE,"92350",Le Plessis-Robinson,"5",,SQUARE,F. JOLIOT CURIE,FRANCE
,,,,,,"920029897",5 SQUARE JEAN VIOLLET,"92260",Fontenay-aux-Roses,"5",,SQUARE,JEAN VIOLLET,FRANCE
,,,,,,"920029898",5 SQUARE L ABBE MAILLET,"92360",Meudon,"5",,SQUARE,L ABBE MAILLET,FRANCE
,,,,,,"920029899",50 CHEMIN DE LA FOUILLEUSE,"92150",Suresnes,"50",,CHEMIN,DE LA FOUILLEUSE,FRANCE
,,,,,,"920029900",51 AVENUE F ET IRENE JOLIOT CURIE,"92000",Nanterre,"51",,AVENUE,F ET IRENE JOLIOT CURIE,FRANCE
,,,,,,"920029901",52 CHEMIN DE LA FOUILLEUSE,"92150",Suresnes,"52",,CHEMIN,DE LA FOUILLEUSE,FRANCE
,,,,,,"920029902",55 AVENUE F ET IRENE JOLIOT CURIE,"92000",Nanterre,"55",,AVENUE,F ET IRENE JOLIOT CURIE,FRANCE
,,,,,,"920029903",55 QUAI DEDION BOUTON,"92800",Puteaux,"55",,QUAI,DEDION BOUTON,FRANCE
,,,,,,"920029904",57 RUE ARMAND SYLVESTRE,"92400",Courbevoie,"57",,RUE,ARMAND SYLVESTRE,FRANCE
,,,,,,"920029905",6 AVENUE A. MAISTRASSE,"92150",Suresnes,"6",,AVENUE,A. MAISTRASSE,FRANCE
,,,,,,"920029906",6 AVENUE DES NATIONS UNIES,"92160",Antony,"6",,AVENUE,DES NATIONS UNIES,FRANCE
,,,,,,"920029907",6 AVENUE ROBERT SCHUMAN,"92360",Meudon,"6",,AVENUE,ROBERT SCHUMAN,FRANCE
,,,,,,"920029908",6 BIS AVENUE DU PROFESSEUR CALME,"92130",Issy-les-Moulineaux,"6",BIS,AVENUE,DU PROFESSEUR CALME,FRANCE
,,,,,,"920029909",6 D ALEMBERT,"92000",Nanterre,"6",,,D ALEMBERT,FRANCE
,,,,,,"920029910",6 PLACE DU 11 NOVEMBRE,"92250",La Garenne-Colombes,"6",,PLACE,DU 11 NOVEMBRE,FRANCE
,,,,,,"920029911",6 ROND-POINT DES MARTYRS,"92220",Bagneux,"6",,ROND-POINT,DES MARTYRS,FRANCE
,,,,,,"920029912",6 RUE CLAUDE N. LEDOUX,"92350",Le Plessis-Robinson,"6",,RUE,CLAUDE N. LEDOUX,FRANCE
,,,,,,"920029913",6 RUE DOCTEUR ROUX,"92330",Sceaux,"6",,RUE,DOCTEUR ROUX,FRANCE
,,,,,,"920029914",6 RUE DU DOCTEUR FLEMING,"92600",AsniÃ¨res-sur-Seine,"6",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"930024177",AVENUE JEAN JAURES,"93000",Bobigny,,,AVENUE,JEAN JAURES,FRANCE
,,,,,,"920029915",6 RUE FRANCIS DE PRESSENSE,"92290",ChÃ¢tenay-Malabry,"6",,RUE,FRANCIS DE PRESSENSE,FRANCE
,,,,,,"920029916",6 RUE MARIE NODIER,"92260",Fontenay-aux-Roses,"6",,RUE,MARIE NODIER,FRANCE
,,,,,,"920029917",6 SQUARE DOUDARD LAGREE,"92600",AsniÃ¨res-sur-Seine,"6",,SQUARE,DOUDARD LAGREE,FRANCE
,,,,,,"920029918",6 SQUARE F. JOLIOT CURIE,"92350",Le Plessis-Robinson,"6",,SQUARE,F. JOLIOT CURIE,FRANCE
,,,,,,"920029919",6 SQUARE J.A. GABRIEL,"92350",Le Plessis-Robinson,"6",,SQUARE,J.A. GABRIEL,FRANCE
,,,,,,"920029920",6 SQUARE L ABBE MAILLET,"92360",Meudon,"6",,SQUARE,L ABBE MAILLET,FRANCE
,,,,,,"920029921",6 SQUARE LE VERGER,"92500",Rueil-Malmaison,"6",,SQUARE,LE VERGER,FRANCE
,,,,,,"920029922",61 RUE ANDRE CHENIER,"92160",Antony,"61",,RUE,ANDRE CHENIER,FRANCE
,,,,,,"920029923",7 ALLÉE G VALLEREY,"92290",ChÃ¢tenay-Malabry,"7",,,ALLÉE G VALLEREY,FRANCE
,,,,,,"920029924",7 AVENUE DE VERDUN,"92250",La Garenne-Colombes,"7",,AVENUE,DE VERDUN,FRANCE
,,,,,,"920029925",7 ESTOURNELLE DE CONSTANT,"92150",Suresnes,"7",,,ESTOURNELLE DE CONSTANT,FRANCE
,,,,,,"920029926",7 ROND-POINT DES MARTYRS,"92220",Bagneux,"7",,ROND-POINT,DES MARTYRS,FRANCE
,,,,,,"920029927",7 RUE A LEMAIRE,"92260",Fontenay-aux-Roses,"7",,RUE,A LEMAIRE,FRANCE
,,,,,,"920029928",7 RUE ADOLPHE SCHNEIDER,"92140",Clamart,"7",,RUE,ADOLPHE SCHNEIDER,FRANCE
,,,,,,"920029929",7 RUE DU DOCTEUR FLEMING,"92600",AsniÃ¨res-sur-Seine,"7",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"920029930",7 RUE FRANCIS DE PRESSENSE,"92290",ChÃ¢tenay-Malabry,"7",,RUE,FRANCIS DE PRESSENSE,FRANCE
,,,,,,"920029931",7 RUE MARIE NODIER,"92260",Fontenay-aux-Roses,"7",,RUE,MARIE NODIER,FRANCE
,,,,,,"920029932",7 RUE MAURICE UTRILLO,"92290",ChÃ¢tenay-Malabry,"7",,RUE,MAURICE UTRILLO,FRANCE
,,,,,,"920029933",7 SQUARE DOUDARD LAGREE,"92600",AsniÃ¨res-sur-Seine,"7",,SQUARE,DOUDARD LAGREE,FRANCE
,,,,,,"920029934",7 SQUARE F. JOLIOT CURIE,"92350",Le Plessis-Robinson,"7",,SQUARE,F. JOLIOT CURIE,FRANCE
,,,,,,"920029935",7 SQUARE G.PHILIPPE,"92390",Villeneuve-la-Garenne,"7",,SQUARE,G.PHILIPPE,FRANCE
,,,,,,"920029936",7 SQUARE JEAN VIOLLET,"92260",Fontenay-aux-Roses,"7",,SQUARE,JEAN VIOLLET,FRANCE
